module_id,id,name,shortdescription,description,content,studycredit,location,contact_id,level,learningoutcomes,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date,combined_text,studycredit_normalized,interests_match_score_normalized,popularity_score_normalized,estimated_difficulty_normalized,available_spots_normalized,cluster
11,169,Stevig staan in de Jeugdzorg,"Jeugdhulp en Jeugdbescherming, gezinnen onder druk, kinderen en met uitdagingen in de ontwikkeling, jongeren in ontwikkeling (preventie), pedagogische context versterken","Je bent 'state of the art' in kennis, handelingsrepertoire en methodisch toegerust voor het werkveld jeugdzorg breed","Je bent 'state of the art' in kennis, handelingsrepertoire en methodisch toegerust voor het werkveld jeugdzorg breed",30,Den Bosch,58,NLQF6,Toetsvormen zijn beroepsprestaties van een Jeugd- en Gezinsprofessional en ontwikkeld i.s.m. het jeugdwerkveld.,"['jeugdhulp', 'en', 'jeugdbescherming', 'gezinnen', 'onder', 'druk', 'kinderen', 'en', 'met', 'uitdagingen', 'in', 'de', 'ontwikkeling', 'jongeren', 'in', 'ontwikkeling', 'preventie', 'pedagogische', 'context', 'versterken']",0.31,286,3,68,2025-09-04,"stevig staan in de jeugdzorg jeugdhulp en jeugdbescherming, gezinnen onder druk, kinderen en met uitdagingen in de ontwikkeling, jongeren in ontwikkeling (preventie), pedagogische context versterken je bent 'state of the art' in kennis, handelingsrepertoire en methodisch toegerust voor het werkveld jeugdzorg breed je bent 'state of the art' in kennis, handelingsrepertoire en methodisch toegerust voor het werkveld jeugdzorg breed ['jeugdhulp', 'en', 'jeugdbescherming', 'gezinnen', 'onder', 'druk', 'kinderen', 'en', 'met', 'uitdagingen', 'in', 'de', 'ontwikkeling', 'jongeren', 'in', 'ontwikkeling', 'preventie', 'pedagogische', 'context', 'versterken']",1.0,0.015625,0.563265306122449,0.5,0.8,6
12,170,Werken in gedwongen kader,"Herstelgerichte benadering, transmuraal herstel, positionering en engagement in een complexe omgeving, macht en dwang, motivationele theorieen,  ","Je bent 'state of the art' toegerust in kennis, handelingsrepertoire en methodiek voor het werkveld gedwongen kader (PI/ Forensisch, reclassering, Raad)","Je bent 'state of the art' toegerust in kennis, handelingsrepertoire en methodiek voor het werkveld gedwongen kader (PI/ Forensisch, reclassering, Raad)",30,Den Bosch,58,NLQF6,Leeruitkomsten zijn afgestemd op landelijk netwerk WIGK,"['herstelgerichte', 'benadering', 'transmuraal', 'herstel', 'positionering', 'en', 'engagement', 'in', 'een', 'complexe', 'omgeving', 'macht', 'en', 'dwang', 'motivationele', 'theorieen']",0.93,313,5,33,2025-12-13,"werken in gedwongen kader herstelgerichte benadering, transmuraal herstel, positionering en engagement in een complexe omgeving, macht en dwang, motivationele theorieen,   je bent 'state of the art' toegerust in kennis, handelingsrepertoire en methodiek voor het werkveld gedwongen kader (pi/ forensisch, reclassering, raad) je bent 'state of the art' toegerust in kennis, handelingsrepertoire en methodiek voor het werkveld gedwongen kader (pi/ forensisch, reclassering, raad) ['herstelgerichte', 'benadering', 'transmuraal', 'herstel', 'positionering', 'en', 'engagement', 'in', 'een', 'complexe', 'omgeving', 'macht', 'en', 'dwang', 'motivationele', 'theorieen']",1.0,0.9843750000000002,0.6183673469387756,1.0,0.21666666666666673,7
13,171,Technologie in zorg en welzijn,"Technologie, zorg, welzijn","Een belangrijk vraagstuk voor de hedendaagse professionals is ‘Hoe kunnen we mensen meer (of beter) laten meedoen in de maatschappij en minder afhankelijk laten zijn van professionals?’ Want één van de uitdagingen in zorg en welzijn is het tekort aan personeel én financiële middelen. 
Met behulp van technologie kunnen hierin stappen gemaakt worden. Maar zijn alle technologieën ook daadwerkelijk geschikt? De tool moet tenslotte niet het doel zijn. We denken na over ethische vraagstukken en hebben invloed op veranderprocessen. Aandacht voor Positieve Gezondheid in de brede betekenis. 
","Een belangrijk vraagstuk voor de hedendaagse professionals is ‘Hoe kunnen we mensen meer (of beter) laten meedoen in de maatschappij en minder afhankelijk laten zijn van professionals?’ Want één van de uitdagingen in zorg en welzijn is het tekort aan personeel én financiële middelen. 
Met behulp van technologie kunnen hierin stappen gemaakt worden. Maar zijn alle technologieën ook daadwerkelijk geschikt? De tool moet tenslotte niet het doel zijn. We denken na over ethische vraagstukken en hebben invloed op veranderprocessen. Aandacht voor Positieve Gezondheid in de brede betekenis. 
",30,Den Bosch,58,NLQF6,Nader te bepalen,"['technologie', 'zorg', 'welzijn']",0.84,413,1,34,2025-09-04,"technologie in zorg en welzijn technologie, zorg, welzijn een belangrijk vraagstuk voor de hedendaagse professionals is ‘hoe kunnen we mensen meer (of beter) laten meedoen in de maatschappij en minder afhankelijk laten zijn van professionals?’ want één van de uitdagingen in zorg en welzijn is het tekort aan personeel én financiële middelen. 
met behulp van technologie kunnen hierin stappen gemaakt worden. maar zijn alle technologieën ook daadwerkelijk geschikt? de tool moet tenslotte niet het doel zijn. we denken na over ethische vraagstukken en hebben invloed op veranderprocessen. aandacht voor positieve gezondheid in de brede betekenis. 
 een belangrijk vraagstuk voor de hedendaagse professionals is ‘hoe kunnen we mensen meer (of beter) laten meedoen in de maatschappij en minder afhankelijk laten zijn van professionals?’ want één van de uitdagingen in zorg en welzijn is het tekort aan personeel én financiële middelen. 
met behulp van technologie kunnen hierin stappen gemaakt worden. maar zijn alle technologieën ook daadwerkelijk geschikt? de tool moet tenslotte niet het doel zijn. we denken na over ethische vraagstukken en hebben invloed op veranderprocessen. aandacht voor positieve gezondheid in de brede betekenis. 
 ['technologie', 'zorg', 'welzijn']",1.0,0.8437500000000002,0.8224489795918368,0.0,0.23333333333333334,6
14,172,Zorg dichtbij,"Zorg op afstand, technologie, implementeren, zorg, veranderkunde",Met 'zorg op afstand' kan je met behulp van technologie zorg juist dichter bij de mensen thuis brengen. In deze praktijkgerichte module leer je hoe je een nieuwe werkwijze en technologie implementeert en hoe je zorgmedewerkers en patiënten mee kan nemen in deze verandering. ,Met 'zorg op afstand' kan je met behulp van technologie zorg juist dichter bij de mensen thuis brengen. In deze praktijkgerichte module leer je hoe je een nieuwe werkwijze en technologie implementeert en hoe je zorgmedewerkers en patiënten mee kan nemen in deze verandering. ,15,Breda,60,NLQF5,Je hebt ervaren wat er komt kijken bij het implementeren van een innovatie in de praktijk en hebt kennis van processen en technologieën voor het organiseren van ‘zorg op afstand’. ,"['zorg', 'op', 'afstand', 'technologie', 'implementeren', 'zorg', 'veranderkunde']",0.44,393,5,50,2025-10-26,"zorg dichtbij zorg op afstand, technologie, implementeren, zorg, veranderkunde met 'zorg op afstand' kan je met behulp van technologie zorg juist dichter bij de mensen thuis brengen. in deze praktijkgerichte module leer je hoe je een nieuwe werkwijze en technologie implementeert en hoe je zorgmedewerkers en patiënten mee kan nemen in deze verandering.  met 'zorg op afstand' kan je met behulp van technologie zorg juist dichter bij de mensen thuis brengen. in deze praktijkgerichte module leer je hoe je een nieuwe werkwijze en technologie implementeert en hoe je zorgmedewerkers en patiënten mee kan nemen in deze verandering.  ['zorg', 'op', 'afstand', 'technologie', 'implementeren', 'zorg', 'veranderkunde']",0.0,0.21875000000000006,0.7816326530612245,1.0,0.5,1
15,173,Langer thuis in de wijk,"wijkgericht werken, eigen regie, zorg, welzijn, ouderen","In Nederland willen we mensen zo lang mogelijk, dus ook op hogere leeftijd of met een chronische aandoening of een beperking, thuis te laten wonen. Hoe kunnen we met behulp van slimme oplossingen en samenwerkingen ervoor zorgen dat mensen prettig en veilig in hun eigen omgeving kunnen blijven?","In Nederland willen we mensen zo lang mogelijk, dus ook op hogere leeftijd of met een chronische aandoening of een beperking, thuis te laten wonen. Hoe kunnen we met behulp van slimme oplossingen en samenwerkingen ervoor zorgen dat mensen prettig en veilig in hun eigen omgeving kunnen blijven?",15,Breda,60,NLQF5,"Je hebt een beeld van wijkgerichte zorg en ondersteuning, kent de bijbehorende stakeholders en infrastructuur en kan voorstellen doen om het systeem rondom de doelgroep te versterken en verbeteren. ","['wijkgericht', 'werken', 'eigen', 'regie', 'zorg', 'welzijn', 'ouderen']",0.42,401,4,20,2025-09-25,"langer thuis in de wijk wijkgericht werken, eigen regie, zorg, welzijn, ouderen in nederland willen we mensen zo lang mogelijk, dus ook op hogere leeftijd of met een chronische aandoening of een beperking, thuis te laten wonen. hoe kunnen we met behulp van slimme oplossingen en samenwerkingen ervoor zorgen dat mensen prettig en veilig in hun eigen omgeving kunnen blijven? in nederland willen we mensen zo lang mogelijk, dus ook op hogere leeftijd of met een chronische aandoening of een beperking, thuis te laten wonen. hoe kunnen we met behulp van slimme oplossingen en samenwerkingen ervoor zorgen dat mensen prettig en veilig in hun eigen omgeving kunnen blijven? ['wijkgericht', 'werken', 'eigen', 'regie', 'zorg', 'welzijn', 'ouderen']",0.0,0.18750000000000006,0.7979591836734694,0.75,0.0,1
16,174,Mensgericht ontwerpen,"Design thinking, service design, technolgie, UX-design, doelgroep",In zorg en welzijn hebben we te maken met een grote diversiteit aan zorgvragers én -verleners. Soms blijkt dat zorgtechnologieën (en diensten) nog beter afgestemd kunnen worden op de doelgroep. In deze module ga je een product of service (her)ontwerpen om daarmee de toegankelijkheid en gebruikservaring te verbeteren.,In zorg en welzijn hebben we te maken met een grote diversiteit aan zorgvragers én -verleners. Soms blijkt dat zorgtechnologieën (en diensten) nog beter afgestemd kunnen worden op de doelgroep. In deze module ga je een product of service (her)ontwerpen om daarmee de toegankelijkheid en gebruikservaring te verbeteren.,15,Breda,60,NLQF5,Je beheerst een aanpak en technieken om producten en diensten te (her)ontwerpen en daarmee mensgerichte zorg en ondersteuning te bevorderen. ,"['design', 'thinking', 'service', 'design', 'technolgie', 'uxdesign', 'doelgroep']",0.42,144,5,72,2025-11-06,"mensgericht ontwerpen design thinking, service design, technolgie, ux-design, doelgroep in zorg en welzijn hebben we te maken met een grote diversiteit aan zorgvragers én -verleners. soms blijkt dat zorgtechnologieën (en diensten) nog beter afgestemd kunnen worden op de doelgroep. in deze module ga je een product of service (her)ontwerpen om daarmee de toegankelijkheid en gebruikservaring te verbeteren. in zorg en welzijn hebben we te maken met een grote diversiteit aan zorgvragers én -verleners. soms blijkt dat zorgtechnologieën (en diensten) nog beter afgestemd kunnen worden op de doelgroep. in deze module ga je een product of service (her)ontwerpen om daarmee de toegankelijkheid en gebruikservaring te verbeteren. ['design', 'thinking', 'service', 'design', 'technolgie', 'uxdesign', 'doelgroep']",0.0,0.18750000000000006,0.27346938775510204,1.0,0.8666666666666667,1
17,175,Focus op jeugd,"Jeugd, hulpverlening",In deze module leer je hoe je methodisch kunt werken met jeugdigen en gezinnen. Op deze manier bereid je je voor op het werken met gezinnen die ondersteuning krijgen in de jeugdhulpverlening.,In deze module leer je hoe je methodisch kunt werken met jeugdigen en gezinnen. Op deze manier bereid je je voor op het werken met gezinnen die ondersteuning krijgen in de jeugdhulpverlening.,15,Breda en Den Bosch,61,NLQF5,Nader te bepalen,"['jeugd', 'hulpverlening']",0.5,204,1,73,2025-12-05,"focus op jeugd jeugd, hulpverlening in deze module leer je hoe je methodisch kunt werken met jeugdigen en gezinnen. op deze manier bereid je je voor op het werken met gezinnen die ondersteuning krijgen in de jeugdhulpverlening. in deze module leer je hoe je methodisch kunt werken met jeugdigen en gezinnen. op deze manier bereid je je voor op het werken met gezinnen die ondersteuning krijgen in de jeugdhulpverlening. ['jeugd', 'hulpverlening']",0.0,0.31250000000000006,0.3959183673469388,0.0,0.8833333333333333,5
18,176,Technologie die ècht werkt: innovatie in zorg en welzijn,"Technologie, smart health, robotica, zorg, welzijn","Hoe kan technologie de beloftes waarmaken en écht zorgen voor betere en betaalbare zorg en ondersteuning? Effectief samenwerken tussen zorg- welzijnsprofessionals, ontwerpers, technici en ict-ers is daarbij heel belangrijk. In deze praktijkgerichte module draag je in een multidisciplinair team vanuit je eigen vakgebied bij aan een echte innovatie.","Hoe kan technologie de beloftes waarmaken en écht zorgen voor betere en betaalbare zorg en ondersteuning? Effectief samenwerken tussen zorg- welzijnsprofessionals, ontwerpers, technici en ict-ers is daarbij heel belangrijk. In deze praktijkgerichte module draag je in een multidisciplinair team vanuit je eigen vakgebied bij aan een echte innovatie.",15,Breda,62,NLQF5,"Na deze module heb je een dieper inzicht in het werk van professionals uit andere sectoren, die nodig zijn om de inzet van technologie in zorg en welzijn echt succesvol te maken. Jouw verbrede perspectief zal je helpen om vanuit jouw eigen vakgebied bij te dragen aan innovatie in zorg en welzijn.  ","['technologie', 'smart', 'health', 'robotica', 'zorg', 'welzijn']",0.64,410,4,73,2025-11-06,"technologie die ècht werkt: innovatie in zorg en welzijn technologie, smart health, robotica, zorg, welzijn hoe kan technologie de beloftes waarmaken en écht zorgen voor betere en betaalbare zorg en ondersteuning? effectief samenwerken tussen zorg- welzijnsprofessionals, ontwerpers, technici en ict-ers is daarbij heel belangrijk. in deze praktijkgerichte module draag je in een multidisciplinair team vanuit je eigen vakgebied bij aan een echte innovatie. hoe kan technologie de beloftes waarmaken en écht zorgen voor betere en betaalbare zorg en ondersteuning? effectief samenwerken tussen zorg- welzijnsprofessionals, ontwerpers, technici en ict-ers is daarbij heel belangrijk. in deze praktijkgerichte module draag je in een multidisciplinair team vanuit je eigen vakgebied bij aan een echte innovatie. ['technologie', 'smart', 'health', 'robotica', 'zorg', 'welzijn']",0.0,0.5312500000000002,0.8163265306122449,0.75,0.8833333333333333,1
19,177,Patronen doorbreken: basis,"Hechting, trauma, ontwikkeling, hulpverlening, veiligheid","In deze module leer je over gezonde versus verstoorde hechting en trauma, welke impact dat kan hebben op gedrag, emoties en ontwikkeling en hoe jij als professional de signalen van een verstoorde hechting kan herkennen en erop inspelen.","In deze module leer je over gezonde versus verstoorde hechting en trauma, welke impact dat kan hebben op gedrag, emoties en ontwikkeling en hoe jij als professional de signalen van een verstoorde hechting kan herkennen en erop inspelen.",15,Breda en Den Bosch,62,NLQF5,"Vanuit jouw kennis over hechting, trauma en ontwikkeling herken je signalen van een verstoorde hechting die verdere ontwikkeling bemoeilijken en heb je aanknopingspunten om de ander verder te kunnen helpen. ","['hechting', 'trauma', 'ontwikkeling', 'hulpverlening', 'veiligheid']",0.58,137,5,22,2025-09-27,"patronen doorbreken: basis hechting, trauma, ontwikkeling, hulpverlening, veiligheid in deze module leer je over gezonde versus verstoorde hechting en trauma, welke impact dat kan hebben op gedrag, emoties en ontwikkeling en hoe jij als professional de signalen van een verstoorde hechting kan herkennen en erop inspelen. in deze module leer je over gezonde versus verstoorde hechting en trauma, welke impact dat kan hebben op gedrag, emoties en ontwikkeling en hoe jij als professional de signalen van een verstoorde hechting kan herkennen en erop inspelen. ['hechting', 'trauma', 'ontwikkeling', 'hulpverlening', 'veiligheid']",0.0,0.43750000000000006,0.25918367346938775,1.0,0.033333333333333326,1
20,178,Oncologie,"Deze verdiepende module gaat in op uiteenlopende aspecten die je binnen de oncologische zorg. We zorgen voor veel inbreng vanuit de dagelijkse praktijk door inzet van gastdocenten en excursies. Na deze module heb je uitgebreide inhoudelijke kennis over oncologische ziektebeelden, kun je klinisch redeneren bij kanker. Daarnaast leer je over de psychosociale gevolgen van de ziekte en wat voor begeleiding dit vraagt van zorgvragers en hun naasten.","Deze verdiepende module gaat in op uiteenlopende aspecten die je binnen de oncologische zorg. We zorgen voor veel inbreng vanuit de dagelijkse praktijk door inzet van gastdocenten en excursies. Na deze module heb je uitgebreide inhoudelijke kennis over oncologische ziektebeelden, kun je klinisch redeneren bij kanker. Daarnaast leer je over de psychosociale gevolgen van de ziekte en wat voor begeleiding dit vraagt van zorgvragers en hun naasten.",Nog te bepalen,15,Breda,63,NLQF5,Nog te bepalen,"['verdiepende', 'module', 'gaat', 'uiteenlopende', 'aspecten', 'binnen', 'oncologische', 'zorg', 'zorgen', 'inbreng', 'vanuit', 'dagelijkse', 'praktijk', 'inzet', 'gastdocenten', 'excursies', 'module', 'uitgebreide', 'inhoudelijke', 'kennis', 'oncologische', 'ziektebeelden', 'kun', 'klinisch', 'redeneren', 'kanker', 'daarnaast', 'leer', 'psychosociale', 'gevolgen', 'ziekte', 'begeleiding', 'vraagt', 'zorgvragers', 'naasten']",0.49,42,4,35,2025-12-02,"oncologie deze verdiepende module gaat in op uiteenlopende aspecten die je binnen de oncologische zorg. we zorgen voor veel inbreng vanuit de dagelijkse praktijk door inzet van gastdocenten en excursies. na deze module heb je uitgebreide inhoudelijke kennis over oncologische ziektebeelden, kun je klinisch redeneren bij kanker. daarnaast leer je over de psychosociale gevolgen van de ziekte en wat voor begeleiding dit vraagt van zorgvragers en hun naasten. deze verdiepende module gaat in op uiteenlopende aspecten die je binnen de oncologische zorg. we zorgen voor veel inbreng vanuit de dagelijkse praktijk door inzet van gastdocenten en excursies. na deze module heb je uitgebreide inhoudelijke kennis over oncologische ziektebeelden, kun je klinisch redeneren bij kanker. daarnaast leer je over de psychosociale gevolgen van de ziekte en wat voor begeleiding dit vraagt van zorgvragers en hun naasten. nog te bepalen ['verdiepende', 'module', 'gaat', 'uiteenlopende', 'aspecten', 'binnen', 'oncologische', 'zorg', 'zorgen', 'inbreng', 'vanuit', 'dagelijkse', 'praktijk', 'inzet', 'gastdocenten', 'excursies', 'module', 'uitgebreide', 'inhoudelijke', 'kennis', 'oncologische', 'ziektebeelden', 'kun', 'klinisch', 'redeneren', 'kanker', 'daarnaast', 'leer', 'psychosociale', 'gevolgen', 'ziekte', 'begeleiding', 'vraagt', 'zorgvragers', 'naasten']",0.0,0.29687500000000006,0.0653061224489796,0.75,0.25000000000000006,1
21,179,Pro-active nursing,"Ontwikkel een diepgaand begrip van klinisch redeneren in onze HBO-Verpleegkunde module Pro-Active Nursing. Leer anticiperen op zorgbehoeften door doordachte analyse en gezamenlijke, eenduidige klinische besluitvorming. Kom tot een professionele beoordeling van hoe het gaat met de zorgvrager en maak de klinische toestand inzichtelijk.","Ontwikkel een diepgaand begrip van klinisch redeneren in onze HBO-Verpleegkunde module Pro-Active Nursing. Leer anticiperen op zorgbehoeften door doordachte analyse en gezamenlijke, eenduidige klinische besluitvorming. Kom tot een professionele beoordeling van hoe het gaat met de zorgvrager en maak de klinische toestand inzichtelijk.",Nog te bepalen,15,Breda,63,NLQF5,Nog te bepalen,"['ontwikkel', 'diepgaand', 'begrip', 'klinisch', 'redeneren', 'onze', 'hbo', 'verpleegkunde', 'module', 'pro', 'active', 'nursing', 'leer', 'anticiperen', 'zorgbehoeften', 'doordachte', 'analyse', 'gezamenlijke', 'eenduidige', 'klinische', 'besluitvorming', 'kom', 'professionele', 'beoordeling', 'gaat', 'zorgvrager', 'maak', 'klinische', 'toestand', 'inzichtelijk']",0.7,185,2,42,2025-10-02,"pro-active nursing ontwikkel een diepgaand begrip van klinisch redeneren in onze hbo-verpleegkunde module pro-active nursing. leer anticiperen op zorgbehoeften door doordachte analyse en gezamenlijke, eenduidige klinische besluitvorming. kom tot een professionele beoordeling van hoe het gaat met de zorgvrager en maak de klinische toestand inzichtelijk. ontwikkel een diepgaand begrip van klinisch redeneren in onze hbo-verpleegkunde module pro-active nursing. leer anticiperen op zorgbehoeften door doordachte analyse en gezamenlijke, eenduidige klinische besluitvorming. kom tot een professionele beoordeling van hoe het gaat met de zorgvrager en maak de klinische toestand inzichtelijk. nog te bepalen ['ontwikkel', 'diepgaand', 'begrip', 'klinisch', 'redeneren', 'onze', 'hbo', 'verpleegkunde', 'module', 'pro', 'active', 'nursing', 'leer', 'anticiperen', 'zorgbehoeften', 'doordachte', 'analyse', 'gezamenlijke', 'eenduidige', 'klinische', 'besluitvorming', 'kom', 'professionele', 'beoordeling', 'gaat', 'zorgvrager', 'maak', 'klinische', 'toestand', 'inzichtelijk']",0.0,0.625,0.35714285714285715,0.25,0.36666666666666664,5
22,180,Jongeren en actuele problematiek,"Maak impact daar waar het meest nodig is, met een focus op vroegtijdige signalering en begeleiding van jongeren met actuele problematiek. Te denken valt aan thema’s zoals mentale gezondheid, gezinsproblematiek, gedrag- en houdingsaspecten en huiselijk geweld. Jongeren en actuele problematiek","Maak impact daar waar het meest nodig is, met een focus op vroegtijdige signalering en begeleiding van jongeren met actuele problematiek. Te denken valt aan thema’s zoals mentale gezondheid, gezinsproblematiek, gedrag- en houdingsaspecten en huiselijk geweld.",Jongeren en actuele problematiek,15,Breda,63,NLQF5,Nog te bepalen,"['maak', 'impact', 'waar', 'meest', 'nodig', 'focus', 'vroegtijdige', 'signalering', 'begeleiding', 'jongeren', 'actuele', 'problematiek', 'denken', 'valt', 'thema', 'zoals', 'mentale', 'gezondheid', 'gezinsproblematiek', 'gedrag', 'houdingsaspecten', 'huiselijk', 'geweld', 'jongeren', 'actuele', 'problematiek']",0.39,469,2,76,2025-10-20,"jongeren en actuele problematiek maak impact daar waar het meest nodig is, met een focus op vroegtijdige signalering en begeleiding van jongeren met actuele problematiek. te denken valt aan thema’s zoals mentale gezondheid, gezinsproblematiek, gedrag- en houdingsaspecten en huiselijk geweld. jongeren en actuele problematiek maak impact daar waar het meest nodig is, met een focus op vroegtijdige signalering en begeleiding van jongeren met actuele problematiek. te denken valt aan thema’s zoals mentale gezondheid, gezinsproblematiek, gedrag- en houdingsaspecten en huiselijk geweld. jongeren en actuele problematiek ['maak', 'impact', 'waar', 'meest', 'nodig', 'focus', 'vroegtijdige', 'signalering', 'begeleiding', 'jongeren', 'actuele', 'problematiek', 'denken', 'valt', 'thema', 'zoals', 'mentale', 'gezondheid', 'gezinsproblematiek', 'gedrag', 'houdingsaspecten', 'huiselijk', 'geweld', 'jongeren', 'actuele', 'problematiek']",0.0,0.14062500000000006,0.936734693877551,0.25,0.9333333333333333,5
23,181,Management in de zorg,"Bij de keuzemodule Management in de Zorg leer je over organisatie-, personeels- en kwaliteitsmanagement in de zorgsector. Ook strategisch management, kwaliteitsmanagement en ondernemen in de zorg komen aan bod. Praktische vaardigheden zoals communiceren en presenteren worden ook behandeld, evenals het bevorderen van samenwerking tussen betrokkenen, afdelingen en organisaties.","Bij de keuzemodule Management in de Zorg leer je over organisatie-, personeels- en kwaliteitsmanagement in de zorgsector. Ook strategisch management, kwaliteitsmanagement en ondernemen in de zorg komen aan bod. Praktische vaardigheden zoals communiceren en presenteren worden ook behandeld, evenals het bevorderen van samenwerking tussen betrokkenen, afdelingen en organisaties.",Nog te bepalen,15,Breda,63,NLQF5,Nog te bepalen,"['keuzemodule', 'management', 'zorg', 'leer', 'organisatie', 'personeels', 'kwaliteitsmanagement', 'zorgsector', 'strategisch', 'management', 'kwaliteitsmanagement', 'ondernemen', 'zorg', 'komen', 'bod', 'praktische', 'vaardigheden', 'zoals', 'communiceren', 'presenteren', 'behandeld', 'evenals', 'bevorderen', 'samenwerking', 'tussen', 'betrokkenen', 'afdelingen', 'organisaties']",0.49,452,5,30,2025-10-31,"management in de zorg bij de keuzemodule management in de zorg leer je over organisatie-, personeels- en kwaliteitsmanagement in de zorgsector. ook strategisch management, kwaliteitsmanagement en ondernemen in de zorg komen aan bod. praktische vaardigheden zoals communiceren en presenteren worden ook behandeld, evenals het bevorderen van samenwerking tussen betrokkenen, afdelingen en organisaties. bij de keuzemodule management in de zorg leer je over organisatie-, personeels- en kwaliteitsmanagement in de zorgsector. ook strategisch management, kwaliteitsmanagement en ondernemen in de zorg komen aan bod. praktische vaardigheden zoals communiceren en presenteren worden ook behandeld, evenals het bevorderen van samenwerking tussen betrokkenen, afdelingen en organisaties. nog te bepalen ['keuzemodule', 'management', 'zorg', 'leer', 'organisatie', 'personeels', 'kwaliteitsmanagement', 'zorgsector', 'strategisch', 'management', 'kwaliteitsmanagement', 'ondernemen', 'zorg', 'komen', 'bod', 'praktische', 'vaardigheden', 'zoals', 'communiceren', 'presenteren', 'behandeld', 'evenals', 'bevorderen', 'samenwerking', 'tussen', 'betrokkenen', 'afdelingen', 'organisaties']",0.0,0.29687500000000006,0.9020408163265307,1.0,0.16666666666666669,1
